0.158351 0.0320069
0.158351 0.0320069
0.166101 0.031991
0.166101 0.031991
0.173947 0.0319253
0.173947 0.0319253
0.181884 0.0318112
0.181884 0.0318112
0.189912 0.0316496
0.189912 0.0316496
0.198014 0.0314422
0.198014 0.0314422
0.20618 0.0311907
0.20618 0.0311907
0.214411 0.0308963
0.214411 0.0308963
0.222694 0.0305607
0.222694 0.0305607
0.231021 0.0301859
0.231021 0.0301859
0.239379 0.0297736
0.239379 0.0297736
0.24777 0.0293254
0.24777 0.0293254
0.256176 0.0288436
0.256176 0.0288436
0.264593 0.0283297
0.264593 0.0283297
0.273015 0.0277855
0.273015 0.0277855
0.281427 0.0272135
0.281427 0.0272135
0.289828 0.026615
0.289828 0.026615
0.298203 0.0259924
0.298203 0.0259924
0.30655 0.0253469
0.30655 0.0253469
0.314855 0.0246811
0.314855 0.0246811
0.323112 0.0239966
0.323112 0.0239966
0.331311 0.0232955
0.331311 0.0232955
0.339445 0.0225793
0.339445 0.0225793
0.34751 0.0218495
0.34751 0.0218495
0.355495 0.0211082
0.355495 0.0211082
0.363389 0.0203573
0.363389 0.0203573
0.371188 0.0195983
0.371188 0.0195983
0.378885 0.0188327
0.378885 0.0188327
0.386464 0.0180629
0.386464 0.0180629
0.393927 0.0172899
0.393927 0.0172899
0.401266 0.016515
0.401266 0.016515
0.408467 0.0157408
0.408467 0.0157408
0.415524 0.0149687
0.415524 0.0149687
0.422437 0.0141994
0.422437 0.0141994
0.429195 0.0134351
0.429195 0.0134351
0.435793 0.012677
0.435793 0.012677
0.442215 0.0119279
0.442215 0.0119279
0.448467 0.0111879
0.448467 0.0111879
0.454542 0.0104584
0.454542 0.0104584
0.46042 0.00974292
0.46042 0.00974292
0.466112 0.0090409
0.466112 0.0090409
0.471606 0.00835448
0.471606 0.00835448
0.476892 0.00768585
0.476892 0.00768585
0.48197 0.00703584
0.48197 0.00703584
0.486834 0.00640599
0.486834 0.00640599
0.491475 0.00579852
0.491475 0.00579852
0.495897 0.00521357
0.495897 0.00521357
0.500084 0.0046541
0.500084 0.0046541
0.504042 0.00412023
0.504042 0.00412023
0.507765 0.00361348
0.507765 0.00361348
0.511248 0.00313537
0.511248 0.00313537
0.514486 0.00268739
0.514486 0.00268739
0.517478 0.00227029
0.517478 0.00227029
0.520214 0.00188627
0.520214 0.00188627
0.522705 0.0015345
0.522705 0.0015345
0.524935 0.00121785
0.524935 0.00121785
0.526914 0.000935375
0.526914 0.000935375
0.528626 0.00068988
0.528626 0.00068988
0.530082 0.000480293
0.530082 0.000480293
0.531277 0.000307771
0.531277 0.000307771
0.532205 0.000173414
0.532205 0.000173414
0.532867 7.74784e-05
0.532867 7.74784e-05
0.533267 1.93779e-05
0.533267 1.93779e-05
0.5334 0
